country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,nameJa
JP,Japan,Niigata,"",2020-04-10,-13,3,-4,-32,-7,6,新潟
JP,Japan,Niigata,"",2020-04-11,-13,3,39,-42,-18,8,新潟
JP,Japan,Oita,"",2020-02-15,0,2,-6,-3,3,0,大分
JP,Japan,Oita,"",2020-02-16,-3,0,-27,-12,0,2,大分
JP,Japan,Oita,"",2020-02-17,-4,1,-13,-1,1,2,大分
JP,Japan,Oita,"",2020-02-18,-3,-2,-10,-5,-1,1,大分
JP,Japan,Oita,"",2020-02-19,0,0,3,1,0,0,大分
JP,Japan,Oita,"",2020-02-20,3,3,2,5,1,0,大分
JP,Japan,Oita,"",2020-02-21,0,1,6,5,1,1,大分
JP,Japan,Oita,"",2020-02-22,1,4,-7,4,-1,1,大分
JP,Japan,Oita,"",2020-02-23,9,8,36,20,3,-1,大分
JP,Japan,Oita,"",2020-02-24,21,4,53,17,-48,11,大分
JP,Japan,Oita,"",2020-02-25,0,6,-1,1,1,0,大分
JP,Japan,Oita,"",2020-02-26,0,2,-2,-3,2,0,大分
JP,Japan,Oita,"",2020-02-27,0,6,-7,-4,1,1,大分
JP,Japan,Oita,"",2020-02-28,2,15,-12,-12,2,2,大分
JP,Japan,Oita,"",2020-02-29,-10,5,-48,-28,2,5,大分
JP,Japan,Oita,"",2020-03-01,-7,4,-32,-28,2,4,大分
JP,Japan,Oita,"",2020-03-02,-4,5,-8,-16,1,3,大分
JP,Japan,Oita,"",2020-03-03,-5,6,-8,-18,-2,3,大分
JP,Japan,Oita,"",2020-03-04,-9,1,-16,-21,-2,4,大分
JP,Japan,Oita,"",2020-03-05,-8,3,-4,-18,-2,4,大分
JP,Japan,Oita,"",2020-03-06,-10,0,3,-19,-4,5,大分
JP,Japan,Oita,"",2020-03-07,-16,-2,-29,-29,-3,6,大分
JP,Japan,Oita,"",2020-03-08,-10,3,1,-22,-2,4,大分
JP,Japan,Oita,"",2020-03-09,-10,-1,-8,-18,-1,4,大分
JP,Japan,Oita,"",2020-03-10,-5,3,-17,-22,-3,4,大分
JP,Japan,Oita,"",2020-03-11,-3,1,6,-14,-3,3,大分
JP,Japan,Oita,"",2020-03-12,-3,3,10,-12,-3,3,大分
JP,Japan,Oita,"",2020-03-13,-4,1,0,-16,-3,4,大分
JP,Japan,Oita,"",2020-03-14,-6,2,-15,-18,-5,5,大分
JP,Japan,Oita,"",2020-03-15,-6,3,5,-15,-2,3,大分
JP,Japan,Oita,"",2020-03-16,-5,1,-7,-13,-1,3,大分
JP,Japan,Oita,"",2020-03-17,-4,0,5,-12,-2,2,大分
JP,Japan,Oita,"",2020-03-18,-4,0,11,-11,-1,2,大分
JP,Japan,Oita,"",2020-03-19,4,5,6,-4,-1,1,大分
JP,Japan,Oita,"",2020-03-20,13,7,62,4,-46,13,大分
JP,Japan,Oita,"",2020-03-21,-6,5,38,0,-6,3,大分
JP,Japan,Oita,"",2020-03-22,-11,1,3,-16,-2,4,大分
JP,Japan,Oita,"",2020-03-23,-6,0,7,-12,-1,3,大分
JP,Japan,Oita,"",2020-03-24,-2,3,7,-13,-5,3,大分
JP,Japan,Oita,"",2020-03-25,1,4,20,-9,-3,2,大分
JP,Japan,Oita,"",2020-03-26,-4,4,-16,-15,-4,4,大分
JP,Japan,Oita,"",2020-03-27,-7,-1,-20,-20,-5,6,大分
JP,Japan,Oita,"",2020-03-28,-14,-2,-38,-30,-6,7,大分
JP,Japan,Oita,"",2020-03-29,-8,5,22,-17,-1,3,大分
JP,Japan,Oita,"",2020-03-30,-8,-1,-24,-21,-3,5,大分
JP,Japan,Oita,"",2020-03-31,-7,2,-20,-21,-4,4,大分
JP,Japan,Oita,"",2020-04-01,-14,-3,-32,-26,-7,5,大分
JP,Japan,Oita,"",2020-04-02,-11,3,15,-18,-7,5,大分
JP,Japan,Oita,"",2020-04-03,-15,0,12,-23,-8,6,大分
JP,Japan,Oita,"",2020-04-04,-18,4,21,-25,-9,7,大分
JP,Japan,Oita,"",2020-04-05,-18,3,16,-30,-10,6,大分
JP,Japan,Oita,"",2020-04-06,-13,3,8,-20,-6,5,大分
JP,Japan,Oita,"",2020-04-07,-12,2,4,-25,-8,5,大分
JP,Japan,Oita,"",2020-04-08,-16,-1,1,-26,-8,5,大分
JP,Japan,Oita,"",2020-04-09,-14,0,-1,-27,-10,6,大分
JP,Japan,Oita,"",2020-04-10,-14,2,-5,-29,-10,7,大分
JP,Japan,Oita,"",2020-04-11,-20,2,-9,-36,-16,9,大分
JP,Japan,Okayama,"",2020-02-15,0,4,12,-1,4,0,岡山
JP,Japan,Okayama,"",2020-02-16,-6,-3,-35,-8,-2,2,岡山
JP,Japan,Okayama,"",2020-02-17,-1,-1,-6,0,2,1,岡山
JP,Japan,Okayama,"",2020-02-18,1,2,12,-1,0,1,岡山
JP,Japan,Okayama,"",2020-02-19,1,0,10,2,0,0,岡山
JP,Japan,Okayama,"",2020-02-20,3,4,6,0,1,0,岡山
JP,Japan,Okayama,"",2020-02-21,0,1,10,0,1,1,岡山
JP,Japan,Okayama,"",2020-02-22,-2,1,-16,2,-2,2,岡山
JP,Japan,Okayama,"",2020-02-23,4,4,25,13,0,-1,岡山
JP,Japan,Okayama,"",2020-02-24,26,4,72,2,-51,13,岡山
JP,Japan,Okayama,"",2020-02-25,0,5,7,1,1,0,岡山
JP,Japan,Okayama,"",2020-02-26,0,2,5,-2,1,1,岡山
JP,Japan,Okayama,"",2020-02-27,-1,4,0,-7,1,1,岡山
JP,Japan,Okayama,"",2020-02-28,-2,10,2,-13,2,2,岡山
JP,Japan,Okayama,"",2020-02-29,-8,10,-39,-28,3,4,岡山
JP,Japan,Okayama,"",2020-03-01,-6,10,-2,-21,4,3,岡山
JP,Japan,Okayama,"",2020-03-02,-2,6,7,-17,1,2,岡山
JP,Japan,Okayama,"",2020-03-03,-1,8,29,-16,-1,2,岡山
JP,Japan,Okayama,"",2020-03-04,-9,-3,-25,-21,-3,4,岡山
JP,Japan,Okayama,"",2020-03-05,-4,3,-2,-19,-1,3,岡山
JP,Japan,Okayama,"",2020-03-06,-5,1,15,-20,-1,3,岡山
JP,Japan,Okayama,"",2020-03-07,-9,1,-2,-27,-2,5,岡山
JP,Japan,Okayama,"",2020-03-08,-10,2,-26,-29,-2,5,岡山
JP,Japan,Okayama,"",2020-03-09,-3,-1,17,-14,0,3,岡山
JP,Japan,Okayama,"",2020-03-10,-3,3,-7,-18,-3,4,岡山
JP,Japan,Okayama,"",2020-03-11,0,2,13,-15,-2,3,岡山
JP,Japan,Okayama,"",2020-03-12,2,4,22,-14,-2,2,岡山
JP,Japan,Okayama,"",2020-03-13,0,2,14,-16,-3,3,岡山
JP,Japan,Okayama,"",2020-03-14,-2,3,-15,-22,-5,4,岡山
JP,Japan,Okayama,"",2020-03-15,-4,5,2,-16,-2,3,岡山
JP,Japan,Okayama,"",2020-03-16,-3,-1,-3,-12,-1,3,岡山
JP,Japan,Okayama,"",2020-03-17,1,3,31,-12,-3,2,岡山
JP,Japan,Okayama,"",2020-03-18,1,2,22,-9,-2,2,岡山
JP,Japan,Okayama,"",2020-03-19,9,5,22,-3,-2,1,岡山
JP,Japan,Okayama,"",2020-03-20,20,11,67,-12,-50,14,岡山
JP,Japan,Okayama,"",2020-03-21,-1,5,44,-8,-8,2,岡山
JP,Japan,Okayama,"",2020-03-22,-5,2,11,-7,-1,2,岡山
JP,Japan,Okayama,"",2020-03-23,0,-1,24,-8,-1,2,岡山
JP,Japan,Okayama,"",2020-03-24,2,3,38,-12,-3,2,岡山
JP,Japan,Okayama,"",2020-03-25,4,4,27,-9,-3,2,岡山
JP,Japan,Okayama,"",2020-03-26,3,6,24,-10,-3,2,岡山
JP,Japan,Okayama,"",2020-03-27,-5,0,-22,-20,-5,5,岡山
JP,Japan,Okayama,"",2020-03-28,-8,4,-21,-25,-5,5,岡山
JP,Japan,Okayama,"",2020-03-29,-7,7,17,-18,0,3,岡山
JP,Japan,Okayama,"",2020-03-30,0,5,18,-14,-4,3,岡山
JP,Japan,Okayama,"",2020-03-31,0,4,33,-16,-4,3,岡山
JP,Japan,Okayama,"",2020-04-01,-14,-6,-31,-23,-7,6,岡山
JP,Japan,Okayama,"",2020-04-02,-5,5,33,-19,-7,4,岡山
JP,Japan,Okayama,"",2020-04-03,-9,4,42,-23,-7,5,岡山
JP,Japan,Okayama,"",2020-04-04,-11,7,58,-28,-10,5,岡山
JP,Japan,Okayama,"",2020-04-05,-15,5,39,-28,-8,5,岡山
JP,Japan,Okayama,"",2020-04-06,-7,3,36,-19,-6,4,岡山
JP,Japan,Okayama,"",2020-04-07,-8,5,44,-23,-7,4,岡山
JP,Japan,Okayama,"",2020-04-08,-10,2,22,-23,-8,5,岡山
JP,Japan,Okayama,"",2020-04-09,-9,3,19,-25,-9,5,岡山
JP,Japan,Okayama,"",2020-04-10,-12,4,12,-30,-8,6,岡山
JP,Japan,Okayama,"",2020-04-11,-16,5,21,-41,-16,8,岡山
JP,Japan,Okinawa,"",2020-02-15,1,1,9,2,3,0,沖縄
JP,Japan,Okinawa,"",2020-02-16,-3,-2,-15,-5,-2,2,沖縄
JP,Japan,Okinawa,"",2020-02-17,-2,1,-9,4,-3,1,沖縄
JP,Japan,Okinawa,"",2020-02-18,0,1,-6,-2,-2,2,沖縄
JP,Japan,Okinawa,"",2020-02-19,-3,-1,10,1,1,1,沖縄
JP,Japan,Okinawa,"",2020-02-20,-2,1,6,1,0,1,沖縄
JP,Japan,Okinawa,"",2020-02-21,-4,-1,8,1,1,0,沖縄
JP,Japan,Okinawa,"",2020-02-22,-2,0,0,-1,0,1,沖縄
JP,Japan,Okinawa,"",2020-02-23,2,2,21,0,1,-1,沖縄
JP,Japan,Okinawa,"",2020-02-24,8,-1,30,3,-42,10,沖縄
JP,Japan,Okinawa,"",2020-02-25,-2,2,-8,0,-1,1,沖縄
JP,Japan,Okinawa,"",2020-02-26,-6,0,-6,-6,0,1,沖縄
JP,Japan,Okinawa,"",2020-02-27,-5,1,-7,-12,0,2,沖縄
JP,Japan,Okinawa,"",2020-02-28,-6,1,-6,-16,2,1,沖縄
JP,Japan,Okinawa,"",2020-02-29,-8,1,-17,-20,7,2,沖縄
JP,Japan,Okinawa,"",2020-03-01,-12,-2,-30,-30,3,4,沖縄
JP,Japan,Okinawa,"",2020-03-02,-11,-2,-27,-25,0,2,沖縄
JP,Japan,Okinawa,"",2020-03-03,-6,1,-15,-26,0,3,沖縄
JP,Japan,Okinawa,"",2020-03-04,-11,-4,-20,-27,-2,4,沖縄
JP,Japan,Okinawa,"",2020-03-05,-10,-3,-42,-29,-4,5,沖縄
JP,Japan,Okinawa,"",2020-03-06,-8,-3,-6,-27,-1,3,沖縄
JP,Japan,Okinawa,"",2020-03-07,-11,-7,-36,-32,1,5,沖縄
JP,Japan,Okinawa,"",2020-03-08,-9,-2,-16,-32,-2,4,沖縄
JP,Japan,Okinawa,"",2020-03-09,-11,-4,-20,-25,-2,2,沖縄
JP,Japan,Okinawa,"",2020-03-10,-3,0,-31,-28,-3,4,沖縄
JP,Japan,Okinawa,"",2020-03-11,-3,1,-10,-22,-4,3,沖縄
JP,Japan,Okinawa,"",2020-03-12,-5,-2,-19,-24,-4,3,沖縄
JP,Japan,Okinawa,"",2020-03-13,-5,-5,-27,-29,-3,4,沖縄
JP,Japan,Okinawa,"",2020-03-14,-5,-5,-42,-31,-2,4,沖縄
JP,Japan,Okinawa,"",2020-03-15,-5,0,-9,-28,-1,3,沖縄
JP,Japan,Okinawa,"",2020-03-16,-8,-2,-15,-22,0,1,沖縄
JP,Japan,Okinawa,"",2020-03-17,-3,-2,-12,-23,-1,2,沖縄
JP,Japan,Okinawa,"",2020-03-18,-5,-3,-14,-18,-1,3,沖縄
JP,Japan,Okinawa,"",2020-03-19,-2,-6,-35,-19,-3,3,沖縄
JP,Japan,Okinawa,"",2020-03-20,3,-2,14,-21,-40,12,沖縄
JP,Japan,Okinawa,"",2020-03-21,-6,-3,-6,-19,-1,3,沖縄
JP,Japan,Okinawa,"",2020-03-22,-8,-2,-12,-20,-1,2,沖縄
JP,Japan,Okinawa,"",2020-03-23,-6,-3,-16,-19,-1,1,沖縄
JP,Japan,Okinawa,"",2020-03-24,-1,-1,-14,-20,-2,2,沖縄
JP,Japan,Okinawa,"",2020-03-25,-3,1,-6,-17,-3,2,沖縄
JP,Japan,Okinawa,"",2020-03-26,-2,2,-1,-15,-4,3,沖縄
JP,Japan,Okinawa,"",2020-03-27,-6,-3,-10,-21,-4,3,沖縄
JP,Japan,Okinawa,"",2020-03-28,-12,-6,-37,-27,-1,5,沖縄
JP,Japan,Okinawa,"",2020-03-29,-9,0,-14,-27,1,3,沖縄
JP,Japan,Okinawa,"",2020-03-30,-9,-2,-17,-24,-6,3,沖縄
JP,Japan,Okinawa,"",2020-03-31,-6,-1,-34,-24,-7,5,沖縄
JP,Japan,Okinawa,"",2020-04-01,-11,-2,-25,-26,-8,5,沖縄
JP,Japan,Okinawa,"",2020-04-02,-12,-2,-12,-29,-8,5,沖縄
JP,Japan,Okinawa,"",2020-04-03,-14,-2,-13,-32,-8,5,沖縄
JP,Japan,Okinawa,"",2020-04-04,-20,-4,-50,-41,-6,9,沖縄
JP,Japan,Okinawa,"",2020-04-05,-19,2,-18,-40,-8,6,沖縄
JP,Japan,Okinawa,"",2020-04-06,-18,2,-28,-35,-9,5,沖縄
JP,Japan,Okinawa,"",2020-04-07,-22,-1,-47,-45,-13,9,沖縄
JP,Japan,Okinawa,"",2020-04-08,-24,-3,-23,-44,-14,9,沖縄
JP,Japan,Okinawa,"",2020-04-09,-29,-7,-42,-49,-15,11,沖縄
JP,Japan,Okinawa,"",2020-04-10,-26,-1,-19,-48,-14,9,沖縄
JP,Japan,Okinawa,"",2020-04-11,-34,-6,-38,-54,-16,12,沖縄
JP,Japan,Osaka,"",2020-02-15,0,3,2,-3,3,1,大阪
JP,Japan,Osaka,"",2020-02-16,-12,-11,-42,-10,-3,3,大阪
JP,Japan,Osaka,"",2020-02-17,-1,2,-8,-1,2,1,大阪
JP,Japan,Osaka,"",2020-02-18,-2,1,-6,-4,-1,1,大阪
JP,Japan,Osaka,"",2020-02-19,0,1,13,-3,0,1,大阪
JP,Japan,Osaka,"",2020-02-20,1,2,8,-3,0,1,大阪
JP,Japan,Osaka,"",2020-02-21,-2,2,7,-2,0,1,大阪
JP,Japan,Osaka,"",2020-02-22,-10,-7,-29,-11,-4,3,大阪
JP,Japan,Osaka,"",2020-02-23,1,3,7,-4,0,0,大阪
JP,Japan,Osaka,"",2020-02-24,13,0,56,-34,-59,15,大阪
JP,Japan,Osaka,"",2020-02-25,-2,4,-4,-3,1,1,大阪
JP,Japan,Osaka,"",2020-02-26,-3,1,0,-5,1,1,大阪
JP,Japan,Osaka,"",2020-02-27,-4,3,-9,-7,0,2,大阪
JP,Japan,Osaka,"",2020-02-28,-3,11,-3,-9,1,2,大阪
JP,Japan,Osaka,"",2020-02-29,-16,-2,-43,-26,2,5,大阪
JP,Japan,Osaka,"",2020-03-01,-11,17,-3,-28,1,3,大阪
JP,Japan,Osaka,"",2020-03-02,-6,7,4,-13,0,3,大阪
JP,Japan,Osaka,"",2020-03-03,-5,9,12,-16,-3,3,大阪
JP,Japan,Osaka,"",2020-03-04,-18,-11,-36,-19,-5,6,大阪
JP,Japan,Osaka,"",2020-03-05,-9,5,-10,-18,-4,4,大阪
JP,Japan,Osaka,"",2020-03-06,-11,3,7,-18,-4,4,大阪
JP,Japan,Osaka,"",2020-03-07,-14,2,2,-30,-5,5,大阪
JP,Japan,Osaka,"",2020-03-08,-21,-5,-42,-36,-7,6,大阪
JP,Japan,Osaka,"",2020-03-09,-7,4,19,-15,-2,3,大阪
JP,Japan,Osaka,"",2020-03-10,-16,-7,-35,-19,-6,6,大阪
JP,Japan,Osaka,"",2020-03-11,-6,2,11,-16,-4,4,大阪
JP,Japan,Osaka,"",2020-03-12,-5,5,24,-17,-4,3,大阪
JP,Japan,Osaka,"",2020-03-13,-8,3,15,-18,-5,4,大阪
JP,Japan,Osaka,"",2020-03-14,-18,-8,-48,-33,-8,7,大阪
JP,Japan,Osaka,"",2020-03-15,-12,4,2,-31,-4,4,大阪
JP,Japan,Osaka,"",2020-03-16,-10,-1,-13,-17,-3,4,大阪
JP,Japan,Osaka,"",2020-03-17,-5,4,19,-16,-4,3,大阪
JP,Japan,Osaka,"",2020-03-18,-4,1,27,-15,-4,3,大阪
JP,Japan,Osaka,"",2020-03-19,2,5,24,-10,-4,2,大阪
JP,Japan,Osaka,"",2020-03-20,-3,1,47,-44,-58,17,大阪
JP,Japan,Osaka,"",2020-03-21,-12,2,25,-29,-9,4,大阪
JP,Japan,Osaka,"",2020-03-22,-15,0,11,-31,-5,3,大阪
JP,Japan,Osaka,"",2020-03-23,-6,1,18,-13,-2,3,大阪
JP,Japan,Osaka,"",2020-03-24,-6,2,13,-16,-4,3,大阪
JP,Japan,Osaka,"",2020-03-25,-2,5,31,-12,-4,3,大阪
JP,Japan,Osaka,"",2020-03-26,-3,10,33,-14,-5,3,大阪
JP,Japan,Osaka,"",2020-03-27,-19,-8,-39,-19,-7,6,大阪
JP,Japan,Osaka,"",2020-03-28,-24,-2,-38,-36,-8,7,大阪
JP,Japan,Osaka,"",2020-03-29,-21,3,-8,-39,-7,6,大阪
JP,Japan,Osaka,"",2020-03-30,-12,2,-10,-18,-6,5,大阪
JP,Japan,Osaka,"",2020-03-31,-8,8,20,-18,-6,4,大阪
JP,Japan,Osaka,"",2020-04-01,-26,-12,-37,-22,-9,7,大阪
JP,Japan,Osaka,"",2020-04-02,-15,9,17,-22,-9,6,大阪
JP,Japan,Osaka,"",2020-04-03,-19,6,32,-24,-10,7,大阪
JP,Japan,Osaka,"",2020-04-04,-25,6,35,-42,-14,8,大阪
JP,Japan,Osaka,"",2020-04-05,-29,4,19,-48,-14,7,大阪
JP,Japan,Osaka,"",2020-04-06,-16,11,23,-23,-9,6,大阪
JP,Japan,Osaka,"",2020-04-07,-18,7,21,-28,-13,7,大阪
JP,Japan,Osaka,"",2020-04-08,-31,-1,21,-36,-18,10,大阪
JP,Japan,Osaka,"",2020-04-09,-32,1,20,-38,-20,11,大阪
JP,Japan,Osaka,"",2020-04-10,-36,1,3,-41,-21,13,大阪
JP,Japan,Osaka,"",2020-04-11,-40,3,3,-56,-28,13,大阪
JP,Japan,Saga,"",2020-02-15,-3,2,-9,-3,4,0,佐賀
JP,Japan,Saga,"",2020-02-16,-5,-1,-30,-8,-2,2,佐賀
JP,Japan,Saga,"",2020-02-17,-6,-1,-15,-3,1,2,佐賀
JP,Japan,Saga,"",2020-02-18,-2,-2,-5,-3,-1,2,佐賀
JP,Japan,Saga,"",2020-02-19,1,1,18,1,1,0,佐賀
JP,Japan,Saga,"",2020-02-20,2,4,12,2,2,0,佐賀
JP,Japan,Saga,"",2020-02-21,0,1,12,0,1,0,佐賀
JP,Japan,Saga,"",2020-02-22,0,4,-1,2,-1,1,佐賀
JP,Japan,Saga,"",2020-02-23,5,9,43,11,0,-1,佐賀
JP,Japan,Saga,"",2020-02-24,28,6,88,5,-50,12,佐賀
JP,Japan,Saga,"",2020-02-25,0,3,-6,0,2,0,佐賀
JP,Japan,Saga,"",2020-02-26,1,4,11,-2,2,0,佐賀
JP,Japan,Saga,"",2020-02-27,2,8,-1,-4,1,1,佐賀
JP,Japan,Saga,"",2020-02-28,1,11,-12,-13,2,2,佐賀
JP,Japan,Saga,"",2020-02-29,-10,5,-45,-31,6,5,佐賀
JP,Japan,Saga,"",2020-03-01,-8,5,-31,-30,4,4,佐賀
JP,Japan,Saga,"",2020-03-02,-2,4,-3,-19,2,2,佐賀
JP,Japan,Saga,"",2020-03-03,0,4,-1,-19,-1,2,佐賀
JP,Japan,Saga,"",2020-03-04,-2,2,-2,-20,-1,3,佐賀
JP,Japan,Saga,"",2020-03-05,-1,3,4,-19,-1,3,佐賀
JP,Japan,Saga,"",2020-03-06,-3,0,7,-22,-2,4,佐賀
JP,Japan,Saga,"",2020-03-07,-9,-4,-37,-33,-2,6,佐賀
JP,Japan,Saga,"",2020-03-08,-3,4,3,-24,-2,4,佐賀
JP,Japan,Saga,"",2020-03-09,-6,-2,-4,-19,-1,4,佐賀
JP,Japan,Saga,"",2020-03-10,1,1,-20,-21,-2,4,佐賀
JP,Japan,Saga,"",2020-03-11,4,3,19,-15,-2,3,佐賀
JP,Japan,Saga,"",2020-03-12,5,5,12,-14,-2,2,佐賀
JP,Japan,Saga,"",2020-03-13,2,2,0,-20,-3,3,佐賀
JP,Japan,Saga,"",2020-03-14,-1,3,-11,-24,-4,5,佐賀
JP,Japan,Saga,"",2020-03-15,-4,1,-1,-23,-2,4,佐賀
JP,Japan,Saga,"",2020-03-16,-4,0,-4,-20,0,4,佐賀
JP,Japan,Saga,"",2020-03-17,3,0,4,-17,-2,3,佐賀
JP,Japan,Saga,"",2020-03-18,1,1,18,-14,-2,3,佐賀
JP,Japan,Saga,"",2020-03-19,10,5,10,-10,-3,1,佐賀
JP,Japan,Saga,"",2020-03-20,23,8,73,-12,-50,14,佐賀
JP,Japan,Saga,"",2020-03-21,0,3,29,-12,-7,4,佐賀
JP,Japan,Saga,"",2020-03-22,-5,0,-1,-20,-4,4,佐賀
JP,Japan,Saga,"",2020-03-23,0,-1,18,-14,-1,3,佐賀
JP,Japan,Saga,"",2020-03-24,5,0,16,-12,-1,2,佐賀
JP,Japan,Saga,"",2020-03-25,8,6,40,-8,-2,1,佐賀
JP,Japan,Saga,"",2020-03-26,3,1,-16,-18,-2,3,佐賀
JP,Japan,Saga,"",2020-03-27,-5,-4,-26,-25,-5,6,佐賀
JP,Japan,Saga,"",2020-03-28,-5,-1,-35,-30,-4,6,佐賀
JP,Japan,Saga,"",2020-03-29,-4,6,48,-19,0,3,佐賀
JP,Japan,Saga,"",2020-03-30,1,2,2,-17,-2,4,佐賀
JP,Japan,Saga,"",2020-03-31,4,3,20,-14,-2,3,佐賀
JP,Japan,Saga,"",2020-04-01,-6,-1,-9,-24,-6,5,佐賀
JP,Japan,Saga,"",2020-04-02,-2,3,37,-17,-6,3,佐賀
JP,Japan,Saga,"",2020-04-03,-7,2,30,-22,-7,5,佐賀
JP,Japan,Saga,"",2020-04-04,-11,4,29,-30,-7,7,佐賀
JP,Japan,Saga,"",2020-04-05,-15,5,25,-34,-8,7,佐賀
JP,Japan,Saga,"",2020-04-06,-7,3,18,-19,-5,4,佐賀
JP,Japan,Saga,"",2020-04-07,-6,2,11,-24,-7,4,佐賀
JP,Japan,Saga,"",2020-04-08,-7,0,13,-26,-10,5,佐賀
JP,Japan,Saga,"",2020-04-09,-9,2,1,-30,-9,5,佐賀
JP,Japan,Saga,"",2020-04-10,-12,1,-2,-33,-10,7,佐賀
JP,Japan,Saga,"",2020-04-11,-18,1,-17,-42,-14,10,佐賀
JP,Japan,Saitama,"",2020-02-15,0,4,11,0,4,0,埼玉
JP,Japan,Saitama,"",2020-02-16,-11,-6,-36,-10,-2,2,埼玉
JP,Japan,Saitama,"",2020-02-17,-3,0,-14,-2,0,1,埼玉
JP,Japan,Saitama,"",2020-02-18,1,4,4,-3,0,1,埼玉
JP,Japan,Saitama,"",2020-02-19,-2,4,14,-4,0,1,埼玉
JP,Japan,Saitama,"",2020-02-20,0,3,1,-3,0,1,埼玉
JP,Japan,Saitama,"",2020-02-21,-2,3,6,-3,0,1,埼玉
JP,Japan,Saitama,"",2020-02-22,-3,3,2,-3,0,1,埼玉
JP,Japan,Saitama,"",2020-02-23,-4,3,11,-3,0,0,埼玉
JP,Japan,Saitama,"",2020-02-24,28,7,63,-32,-58,17,埼玉
JP,Japan,Saitama,"",2020-02-25,-1,8,4,-2,1,1,埼玉
JP,Japan,Saitama,"",2020-02-26,-6,4,-9,-6,0,2,埼玉
JP,Japan,Saitama,"",2020-02-27,-2,8,-5,-7,0,2,埼玉
JP,Japan,Saitama,"",2020-02-28,3,22,-1,-10,-1,2,埼玉
JP,Japan,Saitama,"",2020-02-29,-3,14,-1,-19,4,3,埼玉
JP,Japan,Saitama,"",2020-03-01,-8,10,23,-25,0,3,埼玉
JP,Japan,Saitama,"",2020-03-02,-12,-1,-39,-14,-3,5,埼玉
JP,Japan,Saitama,"",2020-03-03,0,12,26,-15,-3,4,埼玉
JP,Japan,Saitama,"",2020-03-04,-11,1,-16,-19,-4,5,埼玉
JP,Japan,Saitama,"",2020-03-05,-6,3,-6,-17,-4,5,埼玉
JP,Japan,Saitama,"",2020-03-06,-7,5,9,-17,-4,5,埼玉
JP,Japan,Saitama,"",2020-03-07,-8,4,-2,-24,-4,5,埼玉
JP,Japan,Saitama,"",2020-03-08,-16,-4,-42,-33,-7,6,埼玉
JP,Japan,Saitama,"",2020-03-09,-3,4,14,-14,-4,4,埼玉
JP,Japan,Saitama,"",2020-03-10,-10,-4,-36,-18,-6,6,埼玉
JP,Japan,Saitama,"",2020-03-11,-1,8,35,-15,-4,4,埼玉
JP,Japan,Saitama,"",2020-03-12,-1,6,19,-15,-4,4,埼玉
JP,Japan,Saitama,"",2020-03-13,-1,7,23,-16,-5,5,埼玉
JP,Japan,Saitama,"",2020-03-14,-17,-10,-57,-30,-8,8,埼玉
JP,Japan,Saitama,"",2020-03-15,-6,8,26,-23,-2,3,埼玉
JP,Japan,Saitama,"",2020-03-16,-6,0,-9,-14,-3,4,埼玉
JP,Japan,Saitama,"",2020-03-17,0,8,25,-15,-4,4,埼玉
JP,Japan,Saitama,"",2020-03-18,-2,6,38,-14,-4,3,埼玉
JP,Japan,Saitama,"",2020-03-19,5,8,25,-10,-4,2,埼玉
JP,Japan,Saitama,"",2020-03-20,17,11,43,-36,-57,19,埼玉
JP,Japan,Saitama,"",2020-03-21,-3,8,47,-18,-7,3,埼玉
JP,Japan,Saitama,"",2020-03-22,-8,4,61,-18,-4,2,埼玉
JP,Japan,Saitama,"",2020-03-23,-3,1,16,-13,-4,4,埼玉
JP,Japan,Saitama,"",2020-03-24,1,4,23,-14,-6,4,埼玉
JP,Japan,Saitama,"",2020-03-25,2,11,65,-11,-5,3,埼玉
JP,Japan,Saitama,"",2020-03-26,4,22,60,-13,-6,4,埼玉
JP,Japan,Saitama,"",2020-03-27,-5,14,32,-19,-9,6,埼玉
JP,Japan,Saitama,"",2020-03-28,-23,3,-4,-37,-11,9,埼玉
JP,Japan,Saitama,"",2020-03-29,-51,-28,-61,-53,-20,12,埼玉
JP,Japan,Saitama,"",2020-03-30,-6,7,-4,-21,-10,7,埼玉
JP,Japan,Saitama,"",2020-03-31,-4,10,10,-22,-9,7,埼玉
JP,Japan,Saitama,"",2020-04-01,-22,-6,-37,-26,-12,9,埼玉
JP,Japan,Saitama,"",2020-04-02,-10,7,5,-25,-13,8,埼玉
JP,Japan,Saitama,"",2020-04-03,-10,10,32,-26,-13,9,埼玉
JP,Japan,Saitama,"",2020-04-04,-18,9,33,-42,-16,9,埼玉
JP,Japan,Saitama,"",2020-04-05,-30,-1,-9,-50,-18,9,埼玉
JP,Japan,Saitama,"",2020-04-06,-8,11,17,-26,-12,8,埼玉
JP,Japan,Saitama,"",2020-04-07,-10,9,22,-30,-15,9,埼玉
JP,Japan,Saitama,"",2020-04-08,-23,4,31,-38,-23,12,埼玉
JP,Japan,Saitama,"",2020-04-09,-27,-2,6,-41,-23,14,埼玉
JP,Japan,Saitama,"",2020-04-10,-26,7,3,-42,-24,15,埼玉
JP,Japan,Saitama,"",2020-04-11,-29,6,14,-54,-26,13,埼玉
